Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
202;14;Bebês;MLB28992390;Bomba De Tirar Leite Materno Portátil Eletrica 24mm Sem Bpa Não Precisa Segurar Ou Ficar Apertando Mãos Livres Extratora Elétrica Amamentação Sugador Bombinha Marca Fergusom;76,53;4,7;1860;https://www.mercadolivre.com.br/bomba-de-tirar-leite-materno-portatil-eletrica-24mm-sem-bpa-no-precisa-segurar-ou-ficar-apertando-mos-livres-extratora-eletrica-amamentaco-sugador-bombinha-marca-fergusom/p/MLB28992390;N/A;5;24/12/2023;Gente nunca comento, mas como esse produto me ajudou mtu eu digo comprem, é melhor do que as convencionais tira mais leite em menos tempo, a frequência tbm é melhor do que as que estamos acostumadas. Mtu bom!!!.
202;14;Bebês;MLB28992390;Bomba De Tirar Leite Materno Portátil Eletrica 24mm Sem Bpa Não Precisa Segurar Ou Ficar Apertando Mãos Livres Extratora Elétrica Amamentação Sugador Bombinha Marca Fergusom;76,53;4,7;1860;https://www.mercadolivre.com.br/bomba-de-tirar-leite-materno-portatil-eletrica-24mm-sem-bpa-no-precisa-segurar-ou-ficar-apertando-mos-livres-extratora-eletrica-amamentaco-sugador-bombinha-marca-fergusom/p/MLB28992390;N/A;4;15/08/2024;"Produto prático, com uma excelente sucção e confortável.
Importante orientar que a válvula em silicone não pode ser esterilizada em água quente para não perder a vedação."
202;14;Bebês;MLB28992390;Bomba De Tirar Leite Materno Portátil Eletrica 24mm Sem Bpa Não Precisa Segurar Ou Ficar Apertando Mãos Livres Extratora Elétrica Amamentação Sugador Bombinha Marca Fergusom;76,53;4,7;1860;https://www.mercadolivre.com.br/bomba-de-tirar-leite-materno-portatil-eletrica-24mm-sem-bpa-no-precisa-segurar-ou-ficar-apertando-mos-livres-extratora-eletrica-amamentaco-sugador-bombinha-marca-fergusom/p/MLB28992390;N/A;5;10/08/2024;Se eu soubesse que era tão eficaz eu teria comprado antes!!!! vocês não vão se arrepender, em 7min ela tirou 50ml mas pq meu peito não estava cheio, meu bebê já tinha mamado. Para lavar não coloco os silicones na água quando está fervendo, primeiro eu fervo a água e dps coloco, assim não encolhe.
202;14;Bebês;MLB28992390;Bomba De Tirar Leite Materno Portátil Eletrica 24mm Sem Bpa Não Precisa Segurar Ou Ficar Apertando Mãos Livres Extratora Elétrica Amamentação Sugador Bombinha Marca Fergusom;76,53;4,7;1860;https://www.mercadolivre.com.br/bomba-de-tirar-leite-materno-portatil-eletrica-24mm-sem-bpa-no-precisa-segurar-ou-ficar-apertando-mos-livres-extratora-eletrica-amamentaco-sugador-bombinha-marca-fergusom/p/MLB28992390;N/A;5;09/05/2024;Achei maravilhoso, eu estava usando a manual da gtech. Porém a mão cansava aí acabava desistindo de fazer a extração. Com essa agr estou tirando o dobro de leite que eu tirava na manual 😍.
202;14;Bebês;MLB28992390;Bomba De Tirar Leite Materno Portátil Eletrica 24mm Sem Bpa Não Precisa Segurar Ou Ficar Apertando Mãos Livres Extratora Elétrica Amamentação Sugador Bombinha Marca Fergusom;76,53;4,7;1860;https://www.mercadolivre.com.br/bomba-de-tirar-leite-materno-portatil-eletrica-24mm-sem-bpa-no-precisa-segurar-ou-ficar-apertando-mos-livres-extratora-eletrica-amamentaco-sugador-bombinha-marca-fergusom/p/MLB28992390;N/A;4;10/12/2024;"Algumas considerações: ela é cômoda ao extremo quando se traça uma rotina de ordenha, mas achei que a bateria nao dura como eu esperava. Dependendo do protocolo de ordenha, vai precisar carregar durante o dia. Nao me adaptei muito bem pois acabou me machucando (existe um ""degrau"" no vácuo de silicone que quando o bico é sugado, encosta ali), a principio parece inofencivo, mas no dia a dia, acabei desistindo por estar machucada. É tudo de bom colocar no top e viver a vida. A força de sucção é regulável, entao nem digo q foi isso que me machucou, foi de fato a estrutura do produto. Mas a intenção é ótima e a função tbm."
203;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;40,86;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;;;;
204;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;;;;
205;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;;;;
206;4;Beleza e Cuidado Pessoal;MLB25904875;Creme Reparador Cicaplast Baume B5+ 20ml La Roche-posay;41,59;4,9;53160;https://www.mercadolivre.com.br/creme-reparador-cicaplast-baume-b5-20ml-la-roche-posay/p/MLB25904875;;;;
207;5;Beleza e Cuidado Pessoal;MLB51183406;Percarbonato De Sódio 100% Puro Tira Manchas Alvejante - 1kg Calisul;24,26;4,9;4433;https://www.mercadolivre.com.br/percarbonato-de-sodio-100-puro-tira-manchas-alvejante-1kg-calisul/p/MLB51183406;;;;
208;6;Beleza e Cuidado Pessoal;MLB16084436;Papel Higiênico Neve Toque Da Seda Folha Dupla 30 M De 40 Un;105,99;4,9;16824;https://www.mercadolivre.com.br/papel-higinico-neve-toque-da-seda-folha-dupla-30-m-de-40-un/p/MLB16084436;;;;
209;7;Beleza e Cuidado Pessoal;MLB28993021;Maquina Corte Cabelo Acabamento Portátil Com Carregamento Usb Km-2299 Profissional Cor Preto Profissional 127/220v;91,08;4,9;15085;https://www.mercadolivre.com.br/maquina-corte-cabelo-acabamento-portatil-com-carregamento-usb-km-2299-profissional-cor-preto-profissional/p/MLB28993021;;;;
210;8;Beleza e Cuidado Pessoal;MLB36014524;Principia Protetor Solar Facial Ps-01 Fps 60;44,00;4,8;21489;https://www.mercadolivre.com.br/principia-protetor-solar-facial-ps-01-fps-60/p/MLB36014524;;;;
211;9;Beleza e Cuidado Pessoal;MLB14810812;Luvas Descartáveis Antiderrapantes Medix Luva Nitrilica S/pó Cor Rosa Tamanho M De Nitrila X 100 Unidades;23,51;4,8;11534;https://www.mercadolivre.com.br/luvas-descartaveis-antiderrapantes-medix-luva-nitrilica-spo-cor-rosa-tamanho-m-de-nitrila-x-100-unidades/p/MLB14810812;;;;
212;10;Beleza e Cuidado Pessoal;MLB18392802;Pack Toalha Umedecida Disney Baby Huggies Max Clean Pacote 4 Unidades Leve Mais Pague Menos;44,90;4,9;8201;https://www.mercadolivre.com.br/pack-toalha-umedecida-disney-baby-huggies-max-clean-pacote-4-unidades-leve-mais-pague-menos/p/MLB18392802;;;;
213;11;Beleza e Cuidado Pessoal;MLB8729164;Perfume Nautica Voyage Eau De Toilette Masculino 100ml;95,99;4,8;12645;https://www.mercadolivre.com.br/perfume-nautica-voyage-eau-de-toilette-masculino-100ml/p/MLB8729164;;;;
214;12;Beleza e Cuidado Pessoal;MLB61141279;Máquina De Cortar Cabelo E Aparador De Barba Dr. Hank Dragão Dourado Lâmina T Profissional Sem Fio Recarregável Usb, 4 Pentes 1 Ao 4 Mm Motor Potente;19,49;4,4;7662;https://www.mercadolivre.com.br/maquina-de-cortar-cabelo-e-aparador-de-barba-dr-hank-drago-dourado-lmina-t-profissional-sem-fio-recarregavel-usb-4-pentes-1-ao-4-mm-motor-potente/p/MLB61141279;;;;
215;13;Beleza e Cuidado Pessoal;MLB18638651;Secador De Cabelos, Mondial, 2000w - Scn-01;99,00;4,7;19305;https://www.mercadolivre.com.br/secador-de-cabelos-mondial-2000w-scn-01/p/MLB18638651;;;;
216;14;Beleza e Cuidado Pessoal;MLB27915441;Manta Líquida Emborrachada Impermeabilizante 3,6kg;54,18;4,7;9876;https://www.mercadolivre.com.br/manta-liquida-emborrachada-impermeabilizante-36kg/p/MLB27915441;;;;
217;15;Beleza e Cuidado Pessoal;MLB19600322;Creme Hidratante 50g Cerave Corpo E Rosto;31,90;4,9;42945;https://www.mercadolivre.com.br/creme-hidratante-50g-cerave-corpo-e-rosto/p/MLB19600322;;;;
218;16;Beleza e Cuidado Pessoal;MLB16088308;Gillette Mach3 Sensitive Carga De Barbeador 8 Unidades;55,95;4,9;28730;https://www.mercadolivre.com.br/gillette-mach3-sensitive-carga-de-barbeador-8-unidades/p/MLB16088308;;;;
219;17;Beleza e Cuidado Pessoal;MLB25999797;Cortador De Cabelos Hair Stylo Mondial Preto/prata Cr-02 Prata/preto 127v;55,00;4,5;16277;https://www.mercadolivre.com.br/cortador-de-cabelos-hair-stylo-mondial-pretoprata-cr-02/p/MLB25999797;;;;
220;18;Beleza e Cuidado Pessoal;MLB14748197;Eucerin Dual Sérum Facial Antimanchas E Anti-idade 30ml Anti-pigment Clareador Thiamidol Ácido Hialurônico;259,90;4,9;6458;https://www.mercadolivre.com.br/eucerin-dual-serum-facial-antimanchas-e-anti-idade-30ml-anti-pigment-clareador-thiamidol-acido-hialurnico/p/MLB14748197;;;;
221;19;Beleza e Cuidado Pessoal;MLB28814453;Henna Sobrancelhas Pronta Para Uso Indiana Beauty 4g Cor Castanho Claro;54,90;4,7;3581;https://www.mercadolivre.com.br/henna-sobrancelhas-pronta-para-uso-indiana-beauty-4g-cor-castanho-claro/p/MLB28814453;;;;
222;20;Beleza e Cuidado Pessoal;MLB50246400;Kit 10 Organizador Multiuso Modular Gaveta Acrilico Rebirth Cor Cristal;35,90;4,9;2244;https://www.mercadolivre.com.br/kit-10-organizador-multiuso-modular-gaveta-acrilico-rebirth-cor-cristal/p/MLB50246400;;;;
223;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;43,56;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;N/A;5;13/05/2025;É uma flaglância extlaordinália, tem um cheilo muito bom, lecomendo de mais, já dizia o ditado, não julgue o livlo pela capa. Obligado.
223;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;43,56;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;N/A;4;26/11/2024;O produto é bom mas é bem forte para criança. O moleque parece que está indo para a balada.
223;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;43,56;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;N/A;5;13/11/2024;"Achei que era só hype do tiktok, mas o perfume é realmente muito bom kkkk. Comprei pra usar na academia, mas tô usando pra trabalhar também, muito bom pra usar no calor.
A fixação desse perfume é algo inacreditável, principalmente por ser uma colônia, simplesmente dura o dia todo na pele, sem exagero mesmo. Tenho o 212 vip black e o scandal absolu, ambos edp, e esse perfume consegue ter a mesma performance do que esses importados, isso é fora do comum. Comprarei novamente!."
223;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;43,56;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;N/A;5;04/02/2025;A fragrância excepcional e bem marcante. Recomendo se o seu filho tem uns 25 anos e gosta de ir muito pra balada!.
223;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;43,56;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;N/A;5;09/04/2025;Esse perfume exala cheiro de macho opressor assim como o cebolinha. Aroma agradável e bem versátil. Sim, tenho 33 anos e estou usando esse perfume, ele é maravilhoso.
224;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;N/A;5;25/04/2023;Eu sou apaixonado por essa loção e pela linha toda da cerave! ela me ajudou muito na melhora da minha pele, pois tive dermatite e precisava de algo que não me causasse alergias mas que hidratasse de uma forma rápida mas que fosse duradoura! comecei a usar o creme da cerave de início e agora que já estou melhor só uso a loção! a textura dele é leve, fácil de passar e com um cheiro suave e agradável que logo se dissipa…. Hidrata muito bem a pele do corpo e rosto! o preço realmente é alto, mas se tratando de algo de qualidade dermatológica vale super a pena! não vivo mais sem e super recomendo!.
224;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;N/A;5;21/04/2023;Já faz uns 5 anos que uso o cerav. Super recomendo é o melhor hidratantes que tem no mercado.
224;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;N/A;5;19/02/2025;"Gente esse hidratante é ""loção ""e não ""creme"".
Loção =mais líquida.
Creme=mais cremoso.
Só digo isso pq vir muitos comentários negativos sobre a textura.
E por sinal ele é maravilhoso de todas as formas e se usado corretamente vão ver o resultados!.
E por não ter fragrância não quer dizer que não tenha cheiro!.
Se te ajudei curte!!!."
224;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;N/A;5;20/05/2023;Cumpre muito o que promete, uso no rosto e corpo como o fabricante recomenda e não tenho problema. Um plus a mais é poder usar e já passar o perfume na mesma hora 😉.
224;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;N/A;5;15/04/2023;É perfeito! eu não consigo usar hidratantes com cheiro e tb não me adaptava a nenhum por conta de absorção! aquela sensação de corpo melecado ou grudento, eu não conseguia usar! o cerave foi um achado mesmo, além da absorção rápida, do toque seco, a pele fica extremamente hidratada e mto bonita! já estou utilizando o segundo frasco, em todos os banhos eu utilizo ele! com certeza não fico mais sem!.
225;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;N/A;5;06/10/2024;Produto de excelente qualidade prático custo-benefício com relação as fotos não há necessidade o produto já fala por si é uma das compras que tem feito no mercado livre que me trouxe satisfação parabéns pastor roberto costa.
225;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;N/A;5;13/10/2024;Primeiro corte já não cortou o cabelo!.
225;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;N/A;5;21/10/2025;Isaías 55:6 buscai ao senhor enquanto se pode achar, invocai-o enquanto está perto.
225;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;N/A;4;07/03/2025;"Bom dia!.
O produto é bom, têm uma boa potência, a bateria não dura muito pelo visto, deve ser no máximo uma hora mesmo, acabamento bom, têm boas lâminas, pelo primeiro uso até que corta bem, vamos ver daqui algum tempo de uso. A máquina não é a original, é um modelo paralelo, mais não é ruim, a máquina é boa no geral. Essa máquina no modelo original, que a primeira que era divulgada até em redes sociais não acha mais, porque esse modelo dessa maquininha foi muito falsificado, porque a primeira que era a original, era top de linha.
O maior problema da maquininha na minha opinião é a duração da bateria, cerca de 1 hora, têm concorrentes que prometem até 3 horas de duração.
Repetindo, pela primeira impressão a maquininha não é ruim, até surpreendeu a qualidade."
225;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;N/A;5;09/09/2024;Atendeu as minhas exigências.
226;4;Beleza e Cuidado Pessoal;MLB25904875;Creme Reparador Cicaplast Baume B5+ 20ml La Roche-posay;41,59;4,9;53160;https://www.mercadolivre.com.br/creme-reparador-cicaplast-baume-b5-20ml-la-roche-posay/p/MLB25904875;N/A;5;15/12/2023;Muitas pessoas comentando que o produto não é original. Vcs já viram que a loja que vende é a própria la roche posay? é claro que é original. Já é o quinto tubinho que eu compro e eu adoro. Melhor hidratante facial do mundo!.
226;4;Beleza e Cuidado Pessoal;MLB25904875;Creme Reparador Cicaplast Baume B5+ 20ml La Roche-posay;41,59;4,9;53160;https://www.mercadolivre.com.br/creme-reparador-cicaplast-baume-b5-20ml-la-roche-posay/p/MLB25904875;N/A;4;25/04/2025;"Eu não sei se nesse produto é normal, mas gerente quando compro um produto ele vem lacrado por dentro com uma fitinha metálica para garantir que o produto nunca foi aberto e esse veio sem o lacre. Acabei de receber as 19:40 e estou escrevendo esse comentários 19:43.
Isso gera um pouco de desconfiança se de fato o produto não é falsificado ou se não foi usado… nunca se sabe né ? bom fica aqui meu questionamento. Ele veio exatamente assim com a ponta suja de produto e sem estar lacrado."
226;4;Beleza e Cuidado Pessoal;MLB25904875;Creme Reparador Cicaplast Baume B5+ 20ml La Roche-posay;41,59;4,9;53160;https://www.mercadolivre.com.br/creme-reparador-cicaplast-baume-b5-20ml-la-roche-posay/p/MLB25904875;N/A;4;28/04/2024;Razoável. Senti a consistência dele tal como fosse uma hipoglós, porém não fica branco. Então, sinto uma espécie de resíduo naquele, que não gosto. Apareceu 1 espinha no queixo e 1 na bocheca com 3 noites de uso no rosto. Aquela espinha que é interna. Foi pequena, sumiu em 1 dia que parei de usar e usei minancora em cima dia local. No lábio, o refiro mil vezes a cicaplast lábios, sem igual, uso há 6 anos, dura 6 meses! no geral essa é boa para qdo vc está muito seca na pele. Não recomendo para hidratante diário. Use cerave facial leve. Excelente!.
